room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Private room,Inner Richmond,37.77749,-122.45892,50.0,2023-05-21
Private room,Inner Richmond,37.77781,-122.45916,49.0,2023-05-28
Entire home/apt,Outer Richmond,37.77486,-122.51211,173.0,2023-05-06
Entire home/apt,Downtown/Civic Center,37.7794,-122.42154,130.0,2023-05-19
Entire home/apt,Parkside,37.7443,-122.47144,149.0,2023-04-30
Entire home/apt,Russian Hill,37.80632,-122.42103,227.0,2023-03-22
Entire home/apt,Bernal Heights,37.73961,-122.42045,325.0,2023-05-31
Entire home/apt,Inner Richmond,37.78059,-122.46423,178.0,2023-06-04
Entire home/apt,Outer Mission,37.72466,-122.44111,136.0,2023-05-28
Private room,Bernal Heights,37.74556,-122.41497,389.0,2023-05-20
Entire home/apt,Inner Richmond,37.78089,-122.44911,272.0,2023-06-03
Entire home/apt,Downtown/Civic Center,37.78876,-122.41095,126.0,2023-05-16
Entire home/apt,Noe Valley,37.74641,-122.43008,769.0,2023-05-25
Private room,Outer Mission,37.72146,-122.44063,125.0,2023-05-28
Private room,Outer Sunset,37.76313,-122.47821,92.0,2023-04-15
Entire home/apt,Twin Peaks,37.74671173095703,-122.4504623413086,176.0,2023-05-20
Entire home/apt,Potrero Hill,37.75664520263672,-122.4020767211914,175.0,2023-04-04
Entire home/apt,Excelsior,37.72007272101957,-122.42696110736908,144.0,2023-05-31
Entire home/apt,West of Twin Peaks,37.736,-122.449608,350.0,2023-02-20
Private room,Western Addition,37.78867875768809,-122.42263978857152,99.0,2023-01-08
Entire home/apt,Excelsior,37.72933,-122.4245406,160.0,2023-05-29
Entire home/apt,Visitacion Valley,37.71413,-122.39857,199.0,2023-05-19
Entire home/apt,Haight Ashbury,37.772,-122.44777,249.0,2023-04-01
Private room,Mission,37.759002685546875,-122.41999816894533,229.0,2023-04-28
Entire home/apt,Inner Richmond,37.7806,-122.46445,109.0,2023-05-25
Entire home/apt,Nob Hill,37.79562,-122.42084,133.0,2023-04-26
Entire home/apt,Excelsior,37.72161,-122.42935,98.0,2023-01-04
Entire home/apt,Outer Richmond,37.77896,-122.49872,194.0,2023-05-23
Entire home/apt,Outer Richmond,37.77904,-122.5038,209.0,2023-05-26
Entire home/apt,Noe Valley,37.75219,-122.42709,746.0,2023-05-26
Private room,Financial District,37.79719,-122.39965,75.0,2023-05-13
Entire home/apt,Parkside,37.74449,-122.47128,159.0,2023-03-31
Entire home/apt,Bayview,37.71977,-122.39666,126.0,2023-05-28
Entire home/apt,Western Addition,37.775333,-122.429604,495.0,2023-01-14
Entire home/apt,Bernal Heights,37.744553,-122.409439,280.0,2023-01-09
Entire home/apt,Ocean View,37.72018,-122.45713,209.0,2023-05-30
Entire home/apt,Outer Richmond,37.774807,-122.501801,388.0,2023-05-23
Entire home/apt,Outer Mission,37.72431,-122.43918,157.0,2023-06-01
Entire home/apt,Castro/Upper Market,37.766647,-122.426865,273.0,2023-04-24
Entire home/apt,Pacific Heights,37.79077,-122.43147,232.0,2023-05-27
Entire home/apt,Potrero Hill,37.76265,-122.4037,349.0,2023-02-28
Entire home/apt,Mission,37.75765,-122.40834,412.0,2023-05-23
Entire home/apt,Mission,37.75642,-122.41032,210.0,2023-05-15
Entire home/apt,Mission,37.75731,-122.41017,581.0,2023-05-31
Entire home/apt,Visitacion Valley,37.71281,-122.40052,155.0,2023-05-14
Entire home/apt,South of Market,37.77311145931905,-122.39814633713382,300.0,2023-05-30
Entire home/apt,North Beach,37.8046953,-122.4121586,174.0,2023-05-20
Entire home/apt,Mission,37.76868,-122.42567,142.0,2023-01-31
Entire home/apt,Outer Richmond,37.78202,-122.48657,145.0,2023-03-26
Entire home/apt,Parkside,37.74098365821647,-122.49143978199496,287.0,2023-05-29
Entire home/apt,Outer Richmond,37.78236,-122.48,116.0,2023-05-21
Private room,Excelsior,37.72776,-122.40803,65.0,2023-01-09
Private room,Outer Richmond,37.78071,-122.48839,80.0,2023-05-25
Private room,Parkside,37.74535,-122.50649,129.0,2023-05-24
Private room,Excelsior,37.7267606,-122.4085215,54.0,2023-04-16
Entire home/apt,Downtown/Civic Center,37.78901,-122.40938,192.0,2023-05-18
Entire home/apt,Western Addition,37.7886,-122.43358,150.0,2023-01-04
Entire home/apt,Outer Sunset,37.75245,-122.50099,148.0,2023-01-11
Entire home/apt,Mission,37.75877,-122.42177,313.0,2023-05-24
Private room,Bayview,37.74101,-122.39,70.0,2023-04-19
Entire home/apt,Mission,37.75999,-122.4107,300.0,2023-05-12
Entire home/apt,Outer Sunset,37.74998,-122.48783,467.0,2023-05-29
Private room,Outer Sunset,37.74869,-122.48758,99.0,2023-05-29
Entire home/apt,Western Addition,37.78716,-122.44178,360.0,2023-03-31
Entire home/apt,Glen Park,37.73869,-122.42714,502.0,2023-02-01
Entire home/apt,Inner Richmond,37.77859,-122.4664,160.0,2023-05-29
Entire home/apt,Outer Sunset,37.74632,-122.48976,181.0,2023-05-30
Entire home/apt,Ocean View,37.7167999,-122.4599266,160.0,2023-05-20
Entire home/apt,Financial District,37.7897117,-122.3989344,177.0,2023-02-17
Entire home/apt,South of Market,37.781364094775455,-122.3990772116394,87.0,2023-04-29
Entire home/apt,Bernal Heights,37.74703,-122.41887,180.0,2023-05-28
Private room,Inner Richmond,37.78386,-122.47579,100.0,2023-05-11
Entire home/apt,Castro/Upper Market,37.76859,-122.43728,325.0,2023-05-30
Entire home/apt,Inner Richmond,37.7808459,-122.4764222,146.0,2023-02-28
Private room,Mission,37.75557,-122.41405,135.0,2023-05-27
Entire home/apt,Inner Sunset,37.75933,-122.47492,271.0,2023-05-22
Entire home/apt,Bayview,37.73382,-122.40328,290.0,2023-05-23
Private room,Mission,37.75534,-122.424,195.0,2023-05-31
Entire home/apt,Western Addition,37.77524,-122.42486,273.0,2023-05-20
Entire home/apt,Inner Sunset,37.7606398426274,-122.46919831734678,253.0,2023-05-20
Entire home/apt,Pacific Heights,37.79469,-122.43669,349.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.758017400261814,-122.43287472746908,220.0,2023-05-26
Private room,Downtown/Civic Center,37.7889,-122.41539,74.0,2023-05-24
Private room,Downtown/Civic Center,37.78911,-122.41531,70.0,2023-05-21
Entire home/apt,Downtown/Civic Center,37.78726,-122.40924,145.0,2023-01-05
Private room,Nob Hill,37.79052,-122.41493,70.0,2023-05-19
Entire home/apt,Visitacion Valley,37.71539,-122.40293,88.0,2023-06-03
Entire home/apt,Inner Richmond,37.78445,-122.47728,118.0,2023-06-03
Entire home/apt,South of Market,37.78563,-122.39634,131.0,2023-02-06
Entire home/apt,Castro/Upper Market,37.76285,-122.43337,361.0,2023-05-21
Private room,Excelsior,37.72468,-122.43184,69.0,2023-05-18
Private room,Excelsior,37.72532,-122.43358,351.0,2023-02-09
Private room,Outer Sunset,37.75759,-122.5049,64.0,2023-05-18
Private room,Outer Sunset,37.75906,-122.50706,51.0,2023-05-16
Entire home/apt,Lakeshore,37.72434,-122.49481,85.0,2023-04-16
Entire home/apt,Nob Hill,37.79512,-122.4182,354.0,2023-02-05
Entire home/apt,Outer Mission,37.71653,-122.44396,157.0,2023-06-03
Private room,Western Addition,37.788,-122.42261,102.0,2023-05-15
Private room,South of Market,37.7764063,-122.4151619,105.0,2023-05-29
Private room,Western Addition,37.77042150661751,-122.43115630920629,103.0,2023-06-02
Entire home/apt,Downtown/Civic Center,37.78413,-122.41046,130.0,2023-01-17
Private room,Inner Sunset,37.76133,-122.4766,140.0,2023-05-19
Entire home/apt,Excelsior,37.72375,-122.40551,150.0,2023-05-28
Private room,North Beach,37.798386935325944,-122.40660371142756,65.0,2023-03-21
Entire home/apt,Haight Ashbury,37.770352,-122.44949,450.0,2023-01-01
Entire home/apt,Nob Hill,37.79344,-122.41329,479.0,2023-06-02
Private room,Mission,37.76336,-122.42534,194.0,2023-05-29
Private room,Outer Richmond,37.7761302,-122.4975721,125.0,2023-05-22
Entire home/apt,Noe Valley,37.74533,-122.42489,280.0,2023-02-11
Shared room,Marina,37.79856,-122.44107,55.0,2023-05-21
Entire home/apt,South of Market,37.7713226,-122.4050655,150.0,2023-01-31
Entire home/apt,Bayview,37.73387,-122.38453,618.0,2023-05-24
Entire home/apt,Bernal Heights,37.7410636,-122.4201252,140.0,2023-05-21
Entire home/apt,Pacific Heights,37.79572,-122.43317,125.0,2023-05-31
Private room,Crocker Amazon,37.71311,-122.43457,83.0,2023-05-28
Entire home/apt,Inner Richmond,37.781926,-122.471538,355.0,2023-05-13
Entire home/apt,Parkside,37.74479,-122.47421,248.0,2023-05-24
Private room,Marina,37.80043,-122.43431,60.0,2023-04-30
Entire home/apt,Mission,37.75564,-122.41391,625.0,2023-05-25
Entire home/apt,Outer Richmond,37.7837638,-122.483568,111.0,2023-05-10
Entire home/apt,Outer Richmond,37.77822,-122.48703,229.0,2023-01-13
Entire home/apt,Russian Hill,37.79934,-122.41432,275.0,2023-03-20
Private room,North Beach,37.80377,-122.409,395.0,2023-06-01
Entire home/apt,Castro/Upper Market,37.7581,-122.44093,723.0,2023-05-28
Entire home/apt,Inner Richmond,37.77499,-122.46712,105.0,2023-02-04
Entire home/apt,Western Addition,37.77312,-122.43689,309.0,2023-05-17
Entire home/apt,Downtown/Civic Center,37.77924,-122.42134,99.0,2023-04-26
Entire home/apt,Parkside,37.74025,-122.50569,432.0,2023-05-27
Entire home/apt,Noe Valley,37.7437294,-122.4302381,295.0,2023-05-09
Entire home/apt,Bayview,37.7374,-122.39508,125.0,2023-05-28
Entire home/apt,Bernal Heights,37.74475,-122.4123,131.0,2023-05-02
Private room,West of Twin Peaks,37.73533,-122.46146,133.0,2023-02-23
Private room,Chinatown,37.79091,-122.40572,105.0,2023-05-16
Entire home/apt,Marina,37.79982,-122.43189,170.0,2023-04-26
Entire home/apt,Visitacion Valley,37.71459,-122.40282,179.0,2023-06-02
Entire home/apt,Excelsior,37.72347,-122.42802,162.0,2023-05-14
Private room,Downtown/Civic Center,37.78506,-122.41398,92.0,2023-05-27
Private room,Bayview,37.71174,-122.39372,58.0,2023-01-02
Entire home/apt,Inner Richmond,37.779,-122.46882,603.0,2023-05-29
Private room,South of Market,37.77543,-122.41416,131.0,2023-04-29
Private room,Western Addition,37.78747,-122.43192,122.0,2023-06-02
Entire home/apt,Bernal Heights,37.73464,-122.42206,175.0,2023-05-28
Entire home/apt,Parkside,37.74122,-122.49937,291.0,2023-04-06
Private room,Downtown/Civic Center,37.78666,-122.4148,93.0,2023-05-22
Entire home/apt,Downtown/Civic Center,37.78167,-122.41147,135.0,2023-05-13
Private room,Downtown/Civic Center,37.78621,-122.41422,90.0,2023-06-01
Entire home/apt,Ocean View,37.71379,-122.46881,217.0,2023-05-14
Private room,Nob Hill,37.78948936578489,-122.42094650091698,102.0,2023-05-19
Private room,Downtown/Civic Center,37.78655,-122.41567,90.0,2023-05-28
Private room,Downtown/Civic Center,37.78525,-122.41598,90.0,2023-05-28
Private room,Downtown/Civic Center,37.7859,-122.41612,90.0,2023-05-29
Private room,Outer Richmond,37.77668,-122.47978,50.0,2023-05-26
Entire home/apt,Mission,37.76742,-122.41903,167.0,2023-04-10
Entire home/apt,Downtown/Civic Center,37.78871,-122.40943,208.0,2023-03-04
Entire home/apt,Outer Richmond,37.7784707,-122.4858803,555.0,2023-05-28
Entire home/apt,Castro/Upper Market,37.7664692,-122.4308856,261.0,2023-05-30
Private room,Mission,37.76191,-122.4235,270.0,2023-05-25
Private room,Glen Park,37.74111084360466,-122.42485942464688,75.0,2023-05-31
Entire home/apt,Western Addition,37.77746489999999,-122.44257861534425,304.0,2023-05-07
Private room,Mission,37.763136065942554,-122.42382799125662,96.0,2023-04-19
Entire home/apt,Pacific Heights,37.79301,-122.42532,170.0,2023-05-03
Entire home/apt,Mission,37.76844,-122.42179,175.0,2023-05-06
Entire home/apt,Marina,37.80196,-122.42643,400.0,2023-04-10
Entire home/apt,Marina,37.80579063225904,-122.43662021534423,150.0,2023-05-18
Private room,Inner Sunset,37.76246,-122.47507,45.0,2023-04-02
Private room,Marina,37.80321,-122.42871,89.0,2023-03-31
Entire home/apt,Visitacion Valley,37.71582,-122.43144,109.0,2023-06-02
Entire home/apt,Western Addition,37.77858,-122.43999,153.0,2023-03-08
Entire home/apt,Parkside,37.74213,-122.48464,225.0,2023-05-29
Entire home/apt,South of Market,37.7727237,-122.4196939,141.0,2023-05-07
Entire home/apt,Outer Sunset,37.76057,-122.5069,356.0,2023-05-29
Entire home/apt,Outer Sunset,37.75601,-122.50091,95.0,2023-03-25
Entire home/apt,Bernal Heights,37.74549,-122.41878,475.0,2023-04-14
Entire home/apt,Excelsior,37.7289,-122.40628,227.0,2023-05-23
Private room,Western Addition,37.770469397155416,-122.42894281072796,102.0,2023-05-29
Private room,Western Addition,37.77023977634285,-122.42917322830328,107.0,2023-05-29
Entire home/apt,Outer Richmond,37.7772507,-122.5088309,119.0,2023-05-28
Private room,Lakeshore,37.73177,-122.48911,43.0,2023-04-07
Entire home/apt,Pacific Heights,37.796021,-122.431109,407.0,2023-05-30
Entire home/apt,Downtown/Civic Center,37.77841,-122.42122,81.0,2023-04-13
Entire home/apt,Noe Valley,37.74268,-122.43286,290.0,2023-04-25
Entire home/apt,Castro/Upper Market,37.7572064947949,-122.43173215538263,202.0,2023-05-27
Entire home/apt,Parkside,37.74628,-122.47864,194.0,2023-05-24
Entire home/apt,Bayview,37.7316,-122.38963,150.0,2023-05-01
Entire home/apt,South of Market,37.78689195864623,-122.39436435719269,240.0,2023-06-02
Private room,Mission,37.76194,-122.42157,70.0,2023-05-14
Entire home/apt,Castro/Upper Market,37.76083,-122.4341,220.0,2023-03-31
Entire home/apt,Outer Sunset,37.7548113,-122.4902623,322.0,2023-05-28
Entire home/apt,Ocean View,37.71975,-122.45492,89.0,2023-05-29
Entire home/apt,South of Market,37.77559,-122.40242,206.0,2023-06-04
Entire home/apt,Mission,37.76273,-122.42096,284.0,2023-05-16
Entire home/apt,Mission,37.76213,-122.41553,414.0,2023-05-24
Entire home/apt,Outer Mission,37.7317,-122.44807,599.0,2023-05-28
Private room,Downtown/Civic Center,37.78693,-122.40923,142.0,2023-02-12
Entire home/apt,South of Market,37.78736,-122.3931,236.0,2023-05-01
Private room,Downtown/Civic Center,37.78877,-122.41005,178.0,2023-03-31
Private room,Downtown/Civic Center,37.78864,-122.41157,180.0,2023-03-30
Entire home/apt,Haight Ashbury,37.7710058,-122.4422783,240.0,2023-05-12
Private room,Haight Ashbury,37.77056,-122.44134,149.0,2023-05-15
Private room,Haight Ashbury,37.7722,-122.44164,143.0,2023-05-21
Private room,Haight Ashbury,37.77191,-122.44325,151.0,2023-05-20
Entire home/apt,Bernal Heights,37.737418885896645,-122.40892086633838,147.0,2023-05-01
Private room,Outer Richmond,37.78456,-122.48197,55.0,2023-04-23
Private room,Western Addition,37.78904154943791,-122.4223068339658,99.0,2023-02-19
Entire home/apt,Mission,37.76887,-122.4204,247.0,2023-03-01
Entire home/apt,Mission,37.76855,-122.42234,125.0,2023-04-02
Entire home/apt,West of Twin Peaks,37.73372186994071,-122.45777476635251,220.0,2023-05-19
Entire home/apt,North Beach,37.80015,-122.40547,350.0,2023-05-22
Entire home/apt,Outer Richmond,37.7735851,-122.5073278,273.0,2023-06-02
Private room,Excelsior,37.73263412511267,-122.4069374456388,55.0,2023-04-25
Entire home/apt,Outer Sunset,37.75098,-122.48713,89.0,2023-04-26
Private room,Western Addition,37.78979,-122.42469,86.0,2023-05-23
Private room,Western Addition,37.7897387978991,-122.42328389743616,88.0,2023-05-29
Private room,South of Market,37.78794,-122.39083,96.0,2023-04-09
Entire home/apt,North Beach,37.803149342688634,-122.41171818226576,309.0,2023-06-01
Entire home/apt,Mission,37.75133,-122.41789,230.0,2023-02-16
Entire home/apt,Marina,37.79834,-122.43709,272.0,2023-05-21
Private room,Western Addition,37.787717168521915,-122.4252160744465,100.0,2023-05-11
Entire home/apt,Parkside,37.73778418087,-122.48620133261652,228.0,2023-04-04
Private room,Western Addition,37.78797093658984,-122.42501322034995,93.0,2023-05-14
Entire home/apt,Noe Valley,37.74980682161057,-122.43476559080732,214.0,2023-03-17
Entire home/apt,Inner Richmond,37.78547284489863,-122.47853635942832,164.0,2023-05-29
Entire home/apt,South of Market,37.77527,-122.39025,253.0,2023-04-03
Entire home/apt,Bernal Heights,37.73341,-122.41754,120.0,2023-01-03
Entire home/apt,Outer Richmond,37.77612,-122.50218,274.0,2023-06-02
Entire home/apt,Pacific Heights,37.79231,-122.42923,195.0,2023-05-15
Entire home/apt,Excelsior,37.72879,-122.40841,103.0,2023-05-20
Private room,Western Addition,37.788764290277946,-122.42256828412808,99.0,2023-04-23
Entire home/apt,Castro/Upper Market,37.76068,-122.43824,256.0,2023-05-13
Entire home/apt,Ocean View,37.71926,-122.45396,118.0,2023-05-31
Entire home/apt,Bernal Heights,37.73895,-122.41597,165.0,2023-05-28
Entire home/apt,South of Market,37.77762,-122.40346,185.0,2023-05-25
Entire home/apt,Castro/Upper Market,37.76556,-122.44293,204.0,2023-05-30
Entire home/apt,Outer Richmond,37.78168,-122.48502,200.0,2023-05-20
Private room,Western Addition,37.771521164973976,-122.42953359860276,121.0,2023-05-26
Entire home/apt,West of Twin Peaks,37.73298,-122.46633,389.0,2023-03-25
Entire home/apt,Outer Sunset,37.75605,-122.48013,119.0,2023-06-03
Entire home/apt,Western Addition,37.78596,-122.43052,171.0,2023-06-02
Entire home/apt,Mission,37.761,-122.42153,450.0,2023-03-26
Private room,Inner Sunset,37.75257,-122.46779,102.0,2023-05-22
Entire home/apt,South of Market,37.78668,-122.39065,275.0,2023-04-23
Private room,Bayview,37.7361457,-122.3971599,58.0,2023-05-27
Entire home/apt,Haight Ashbury,37.77472,-122.44428,309.0,2023-05-28
Private room,Excelsior,37.72215,-122.43442,74.0,2023-05-29
Entire home/apt,Excelsior,37.73057,-122.40485,119.0,2023-04-26
Entire home/apt,Russian Hill,37.79979,-122.4162,500.0,2023-06-03
Entire home/apt,Inner Richmond,37.7774245,-122.4511692,457.0,2023-05-29
Private room,Inner Sunset,37.75366,-122.47338,92.0,2023-05-28
Private room,Outer Sunset,37.7587238,-122.4770855,66.0,2023-03-31
Entire home/apt,Parkside,37.74542,-122.49976,236.0,2023-05-28
Entire home/apt,Mission,37.75551,-122.41132,314.0,2023-05-23
Private room,Outer Sunset,37.74663,-122.50156,73.0,2023-05-28
Entire home/apt,Parkside,37.74314,-122.48702,169.0,2023-05-22
Entire home/apt,Outer Mission,37.71688883761222,-122.44492624090157,172.0,2023-05-29
Private room,Mission,37.76109,-122.42486,194.0,2023-03-05
Entire home/apt,Chinatown,37.79086,-122.4079,158.0,2023-04-28
Private room,Bayview,37.73521,-122.39604,73.0,2023-06-04
Entire home/apt,Visitacion Valley,37.7169791,-122.4077305,253.0,2023-05-20
Entire home/apt,Lakeshore,37.7342,-122.47605,170.0,2023-05-28
Entire home/apt,Mission,37.75131,-122.41627,240.0,2023-03-10
Private room,Bayview,37.7361457,-122.3971599,62.0,2023-05-29
Private room,North Beach,37.80881,-122.41343,236.0,2023-06-04
Private room,North Beach,37.80712,-122.4144,246.0,2023-01-14
Private room,North Beach,37.80877,-122.4126,246.0,2023-04-18
Private room,North Beach,37.80813,-122.41238,511.0,2023-05-29
Entire home/apt,Downtown/Civic Center,37.77967,-122.42126,130.0,2023-01-12
Entire home/apt,Excelsior,37.72667,-122.42515,166.0,2023-05-30
Entire home/apt,Downtown/Civic Center,37.7888,-122.4094,216.0,2023-03-09
Entire home/apt,Crocker Amazon,37.7104,-122.44271,313.0,2023-04-25
Entire home/apt,Castro/Upper Market,37.75812,-122.44062,400.0,2023-05-21
Private room,Marina,37.8009,-122.43272,63.0,2023-05-14
Entire home/apt,Pacific Heights,37.79102939102333,-122.44025967963115,314.0,2023-05-01
Entire home/apt,West of Twin Peaks,37.72863,-122.46534,114.0,2023-05-27
Private room,Outer Sunset,37.753,-122.49546,87.0,2023-06-03
Entire home/apt,Inner Richmond,37.78108,-122.45378,619.0,2023-05-30
Private room,South of Market,37.77808,-122.4069,61.0,2023-03-27
Entire home/apt,Nob Hill,37.79228,-122.41769,344.0,2023-05-21
Entire home/apt,Downtown/Civic Center,37.7878653,-122.4104163,269.0,2023-01-12
Private room,South of Market,37.77655,-122.40699,85.0,2023-04-04
Private room,Outer Sunset,37.7587238,-122.4770855,53.0,2023-03-31
Entire home/apt,Mission,37.766876,-122.420242,240.0,2023-04-28
Entire home/apt,Twin Peaks,37.75609,-122.44187,175.0,2023-05-31
Entire home/apt,Visitacion Valley,37.71783,-122.40852,239.0,2023-05-06
Shared room,Marina,37.8009199,-122.4258129,44.0,2023-05-13
Private room,Castro/Upper Market,37.7632546,-122.4369838,136.0,2023-06-04
Private room,Bayview,37.73395,-122.38612,50.0,2023-05-20
Private room,Nob Hill,37.79042,-122.41534,74.0,2023-05-17
Private room,Nob Hill,37.7905,-122.41525,69.0,2023-05-20
Entire home/apt,Downtown/Civic Center,37.78696,-122.41012,241.0,2023-01-11
Private room,South of Market,37.77996,-122.39796,150.0,2023-05-07
Entire home/apt,Inner Richmond,37.77816,-122.47719,402.0,2023-05-21
Entire home/apt,Excelsior,37.729785183643,-122.4288433891812,82.0,2023-05-21
Entire home/apt,Potrero Hill,37.75944,-122.38813,150.0,2023-03-02
Entire home/apt,Mission,37.7494,-122.40929,130.0,2023-05-04
Private room,Outer Sunset,37.76192,-122.48945,59.0,2023-05-29
Entire home/apt,Parkside,37.73756,-122.47821,128.0,2023-05-20
Private room,North Beach,37.80661,-122.4143,1022.0,2023-02-06
Private room,Marina,37.80092,-122.43245,60.0,2023-05-03
Entire home/apt,Mission,37.75479,-122.41852,322.0,2023-04-23
Entire home/apt,Castro/Upper Market,37.76723,-122.42992,279.0,2023-03-24
Entire home/apt,Glen Park,37.7342533,-122.4316719,199.0,2023-05-17
Entire home/apt,Excelsior,37.7272353,-122.4042599,130.0,2023-05-06
Private room,Bayview,37.73684,-122.39802,54.0,2023-05-29
Entire home/apt,South of Market,37.77932,-122.40238,140.0,2023-04-27
Entire home/apt,Downtown/Civic Center,37.78956,-122.40767,209.0,2023-03-10
Entire home/apt,Financial District,37.7902,-122.40581,157.0,2023-05-12
Entire home/apt,Chinatown,37.79144,-122.40575,161.0,2023-05-18
Private room,Marina,37.798834869142354,-122.4456088883606,1108.0,2023-05-24
Entire home/apt,Castro/Upper Market,37.76585,-122.43001,571.0,2023-01-28
Entire home/apt,Glen Park,37.73942,-122.42627,164.0,2023-05-31
Entire home/apt,Nob Hill,37.79423,-122.41194,620.0,2023-06-01
Private room,Western Addition,37.77213999457249,-122.43042077170412,90.0,2023-05-24
Private room,Inner Richmond,37.77839,-122.45183,120.0,2023-04-27
Entire home/apt,Western Addition,37.770992,-122.433911,267.0,2023-03-30
Entire home/apt,Castro/Upper Market,37.7647,-122.44019,400.0,2023-05-19
Entire home/apt,Outer Sunset,37.75451506431968,-122.50737201178718,285.0,2023-05-24
Private room,Noe Valley,37.7436766,-122.4295821,108.0,2023-04-12
Entire home/apt,Parkside,37.743973470988294,-122.49263299947508,200.0,2023-05-22
Entire home/apt,Parkside,37.74008,-122.48094,163.0,2023-05-29
Private room,Western Addition,37.78897,-122.42235,99.0,2023-04-06
Entire home/apt,Western Addition,37.78174267923283,-122.43274826855922,380.0,2023-04-26
Private room,Downtown/Civic Center,37.78818,-122.42068,99.0,2023-05-18
Private room,Western Addition,37.78949,-122.42272,105.0,2023-05-18
Private room,Western Addition,37.78807,-122.42254,99.0,2023-05-18
Entire home/apt,Bayview,37.72223908891097,-122.3984536270433,161.0,2023-05-29
Private room,Marina,37.79885839029683,-122.4448069269328,204.0,2023-05-24
Private room,Marina,37.79892412890685,-122.44296885513872,204.0,2023-05-24
Entire home/apt,Noe Valley,37.75622568980935,-122.42880033978766,210.0,2023-05-21
Entire home/apt,Pacific Heights,37.79068505668424,-122.44285532860344,632.0,2023-05-11
Entire home/apt,Mission,37.76052288855745,-122.41946581238628,507.0,2023-05-24
Private room,Western Addition,37.78568145654159,-122.42550137448764,129.0,2023-04-28
Entire home/apt,Noe Valley,37.749050625229614,-122.4339953464293,230.0,2023-06-02
Private room,Visitacion Valley,37.71126754362333,-122.40624603840612,60.0,2023-05-28
Private room,Bayview,37.7331294,-122.3899219,47.0,2023-05-22
Entire home/apt,Financial District,37.79147,-122.4039,269.0,2023-04-15
Entire home/apt,Castro/Upper Market,37.758892,-122.437469,290.0,2023-05-08
Entire home/apt,Mission,37.75223,-122.42373,99.0,2023-05-22
Entire home/apt,South of Market,37.78173725830773,-122.40432050678577,179.0,2023-05-19
Private room,Bayview,37.73422,-122.38603,100.0,2023-05-21
Entire home/apt,Russian Hill,37.79767,-122.41866,135.0,2023-05-13
Entire home/apt,Noe Valley,37.75225,-122.4313,400.0,2023-01-05
Private room,Castro/Upper Market,37.76866,-122.42858,110.0,2023-05-26
Private room,Outer Sunset,37.75612878186109,-122.48380154733688,128.0,2023-05-30
Entire home/apt,North Beach,37.80021,-122.40509,115.0,2023-05-04
Entire home/apt,Haight Ashbury,37.76569,-122.4518,130.0,2023-05-25
Entire home/apt,Outer Sunset,37.75714,-122.5082,245.0,2023-01-12
Entire home/apt,Outer Sunset,37.75859,-122.50797,157.0,2023-05-23
Entire home/apt,Western Addition,37.78355,-122.43062,158.0,2023-05-18
Private room,Pacific Heights,37.79273,-122.43549,175.0,2023-05-21
Entire home/apt,Haight Ashbury,37.76858,-122.43909,450.0,2023-04-24
Entire home/apt,West of Twin Peaks,37.74215,-122.4575,199.0,2023-05-30
Entire home/apt,Excelsior,37.71978,-122.43775,88.0,2023-05-17
Entire home/apt,Downtown/Civic Center,37.77668,-122.42107,172.0,2023-05-31
Private room,Pacific Heights,37.79702,-122.4241,149.0,2023-05-19
Entire home/apt,Parkside,37.74129,-122.47819,138.0,2023-02-25
Private room,Inner Richmond,37.78157,-122.46359,87.0,2023-05-31
Private room,Western Addition,37.78736,-122.44512,201.0,2023-06-01
Entire home/apt,Visitacion Valley,37.71791,-122.4021,277.0,2023-06-02
Entire home/apt,Visitacion Valley,37.71856202063359,-122.40060735543746,277.0,2023-06-04
Entire home/apt,Noe Valley,37.74567,-122.43227,140.0,2023-05-14
Private room,North Beach,37.79939,-122.40576,116.0,2023-03-10
Entire home/apt,Castro/Upper Market,37.76106,-122.4321,200.0,2023-03-03
Entire home/apt,West of Twin Peaks,37.73772,-122.46597,150.0,2023-05-22
Shared room,North Beach,37.79821,-122.40521,45.0,2023-05-29
Entire home/apt,Outer Richmond,37.7808,-122.50004,123.0,2023-05-30
Entire home/apt,Haight Ashbury,37.77462,-122.44242,307.0,2023-04-26
Entire home/apt,Mission,37.75602,-122.42324,115.0,2023-05-20
Entire home/apt,Presidio Heights,37.78361,-122.45416,99.0,2023-02-10
Private room,Western Addition,37.78433,-122.44213,69.0,2023-03-26
Entire home/apt,West of Twin Peaks,37.72917,-122.46299,375.0,2023-04-07
Entire home/apt,Mission,37.75254,-122.40497,232.0,2023-05-23
Entire home/apt,Castro/Upper Market,37.76271,-122.42657,175.0,2023-04-24
Entire home/apt,Mission,37.75807847656964,-122.4211430093806,125.0,2023-04-10
Entire home/apt,Mission,37.75044,-122.41588,209.0,2023-05-14
Entire home/apt,Castro/Upper Market,37.76335144042969,-122.43939208984376,517.0,2023-03-24
Entire home/apt,Outer Richmond,37.78215811876501,-122.47887506743494,174.0,2023-05-31
Shared room,Downtown/Civic Center,37.78856,-122.41952,46.0,2023-05-23
Shared room,Nob Hill,37.79298,-122.42124,48.0,2023-05-22
Shared room,Downtown/Civic Center,37.78856,-122.41952,46.0,2023-05-31
Hotel room,Downtown/Civic Center,37.78856,-122.41952,1049.0,2023-02-19
