room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Entire home/apt,Outer Richmond,37.77391,-122.50477,149.0,2023-05-29
Entire home/apt,Twin Peaks,37.75047,-122.44475,150.0,2023-05-19
Hotel room,Financial District,37.79035,-122.40619,129.0,2023-06-02
Hotel room,Chinatown,37.79206,-122.40663,136.0,2023-05-29
Hotel room,Financial District,37.79039,-122.40672,156.0,2023-03-12
Hotel room,South of Market,37.77352385486303,-122.41093735157811,86.0,2023-05-24
Private room,Outer Sunset,37.75927,-122.50161,62.0,2023-05-21
Private room,Outer Sunset,37.7595,-122.50003,63.0,2023-05-18
Private room,Outer Richmond,37.77262,-122.50855,72.0,2023-05-25
Entire home/apt,South of Market,37.78650822384437,-122.39512381234296,500.0,2023-06-03
Entire home/apt,Castro/Upper Market,37.76532,-122.43295,245.0,2023-03-17
Entire home/apt,Outer Richmond,37.77479,-122.4808,129.0,2023-05-19
Private room,Financial District,37.78931,-122.40588,47.0,2023-05-13
Private room,Financial District,37.78931,-122.40588,47.0,2023-06-03
Private room,Ocean View,37.71237,-122.46814,76.0,2023-05-21
Entire home/apt,Visitacion Valley,37.71992,-122.40264,167.0,2023-05-23
Entire home/apt,Visitacion Valley,37.71995,-122.40177,50.0,2023-05-10
Entire home/apt,Visitacion Valley,37.71962,-122.39988,50.0,2023-04-20
Entire home/apt,Bernal Heights,37.74617,-122.4166,275.0,2023-02-26
Private room,Financial District,37.78931,-122.40588,47.0,2023-04-30
Private room,South of Market,37.77655,-122.41538,81.0,2023-05-21
Hotel room,South of Market,37.77722,-122.4156,100.0,2023-05-27
Private room,Financial District,37.78931,-122.40588,125.0,2023-05-30
Entire home/apt,Western Addition,37.78102,-122.43039,117.0,2023-04-01
Private room,Outer Sunset,37.75811,-122.48805,90.0,2023-05-21
Entire home/apt,Mission,37.76026,-122.40728,306.0,2023-05-29
Entire home/apt,Mission,37.75853,-122.41971,200.0,2023-06-02
Private room,Mission,37.76156,-122.42059,134.0,2023-06-03
Private room,Financial District,37.78931,-122.40588,141.0,2023-06-04
Private room,Financial District,37.78931,-122.40588,125.0,2023-05-29
Entire home/apt,Inner Richmond,37.78074,-122.47458,140.0,2023-02-01
Entire home/apt,Parkside,37.73875,-122.49095,122.0,2023-05-28
Entire home/apt,Outer Sunset,37.76404,-122.48881,219.0,2023-05-24
Entire home/apt,South of Market,37.77968,-122.41277,154.0,2023-02-18
Private room,Outer Richmond,37.78089,-122.50488,105.0,2023-04-23
Entire home/apt,Parkside,37.74286,-122.47479,117.0,2023-05-22
Private room,Financial District,37.78931,-122.40588,141.0,2023-05-28
Entire home/apt,Chinatown,37.79241,-122.40667,126.0,2023-03-09
Private room,Lakeshore,37.72490897277283,-122.47399139427031,40.0,2023-05-31
Entire home/apt,Castro/Upper Market,37.762901306152344,-122.44026947021484,466.0,2023-05-13
Private room,Western Addition,37.77359,-122.42441,59.0,2023-04-02
Private room,Seacliff,37.78732,-122.49336,154.0,2023-05-28
Entire home/apt,Outer Mission,37.73093,-122.4525,175.0,2023-06-01
Entire home/apt,Haight Ashbury,37.77177,-122.44354,76.0,2023-05-06
Private room,Outer Sunset,37.76424,-122.47961,90.0,2023-05-31
Entire home/apt,Russian Hill,37.79713,-122.42298,159.0,2023-01-13
Private room,Potrero Hill,37.76344,-122.39494,149.0,2023-05-29
Private room,Potrero Hill,37.75959,-122.39714,132.0,2023-05-13
Entire home/apt,Downtown/Civic Center,37.78526,-122.41517,75.0,2023-04-02
Entire home/apt,Downtown/Civic Center,37.78677,-122.41101,99.0,2023-04-27
Private room,Financial District,37.78931,-122.40588,149.0,2023-05-27
Private room,Potrero Hill,37.76122,-122.40366,98.0,2023-05-24
Entire home/apt,Nob Hill,37.79318,-122.41668,103.0,2023-02-02
Private room,Bayview,37.72735,-122.38966,31.0,2023-05-21
Private room,Downtown/Civic Center,37.7873,-122.40754,72.0,2023-05-19
Private room,Downtown/Civic Center,37.78616,-122.4098,69.0,2023-03-17
Private room,Downtown/Civic Center,37.78696,-122.40986,67.0,2023-05-21
Private room,Downtown/Civic Center,37.7872,-122.40953,71.0,2023-03-12
Private room,Downtown/Civic Center,37.78596,-122.40706,70.0,2023-03-17
Private room,Downtown/Civic Center,37.78679,-122.40748,70.0,2023-04-11
Private room,South of Market,37.77627944946289,-122.41506958007812,111.0,2023-05-27
Entire home/apt,Downtown/Civic Center,37.78898,-122.40968,99.0,2023-01-12
Private room,Lakeshore,37.73555,-122.48153,88.0,2023-05-23
Private room,Downtown/Civic Center,37.78514,-122.40785,73.0,2023-04-29
Private room,Downtown/Civic Center,37.78527,-122.40733,75.0,2023-05-21
Private room,Pacific Heights,37.78902,-122.44154,169.0,2023-03-03
Private room,Downtown/Civic Center,37.78519,-122.4071,75.0,2023-05-07
Private room,South of Market,37.77628,-122.41507,103.0,2023-04-29
Entire home/apt,Bernal Heights,37.74694,-122.40796,235.0,2023-05-18
Entire home/apt,Parkside,37.73628,-122.49913,107.0,2023-05-31
Entire home/apt,Marina,37.80255,-122.44008,1000.0,2023-04-27
Private room,Downtown/Civic Center,37.78602,-122.41434,87.0,2023-04-15
Entire home/apt,South of Market,37.78144,-122.40677,145.0,2023-04-30
Entire home/apt,Castro/Upper Market,37.76236,-122.4295,180.0,2023-05-19
Entire home/apt,Haight Ashbury,37.77279,-122.44024,639.0,2023-04-14
Entire home/apt,Inner Richmond,37.77794,-122.45637,165.0,2023-03-26
Entire home/apt,Bernal Heights,37.747926960138614,-122.408638352867,136.0,2023-05-24
Entire home/apt,Castro/Upper Market,37.76898,-122.43406,116.0,2023-05-01
Entire home/apt,Castro/Upper Market,37.76074,-122.42878,475.0,2023-03-09
Entire home/apt,Castro/Upper Market,37.76446,-122.42874,254.0,2023-05-10
Entire home/apt,Russian Hill,37.80604,-122.42302,241.0,2023-05-08
Entire home/apt,Outer Sunset,37.75746,-122.4863,181.0,2023-05-29
Private room,Bernal Heights,37.73885,-122.41648,144.0,2023-02-08
Entire home/apt,Excelsior,37.71641,-122.4364,106.0,2023-05-29
Entire home/apt,Outer Mission,37.72843,-122.45208,150.0,2023-05-30
Entire home/apt,Inner Sunset,37.762908935546875,-122.46837615966795,529.0,2023-01-05
Entire home/apt,West of Twin Peaks,37.74277,-122.45686,163.0,2023-01-29
Entire home/apt,Noe Valley,37.75275,-122.4412,425.0,2023-04-21
Private room,Bayview,37.73341,-122.39008,65.0,2023-04-04
Entire home/apt,Outer Mission,37.73326873779297,-122.43934631347656,234.0,2023-05-16
Private room,Downtown/Civic Center,37.78709,-122.41434,77.0,2023-03-12
Entire home/apt,Outer Richmond,37.77726,-122.499298,250.0,2023-05-23
Entire home/apt,Marina,37.79925,-122.43714,177.0,2023-04-02
Entire home/apt,Noe Valley,37.7447,-122.43911,182.0,2023-03-10
Private room,Nob Hill,37.79092,-122.42124,76.0,2023-04-08
Private room,Nob Hill,37.79181,-122.41943,90.0,2023-02-16
Entire home/apt,Bernal Heights,37.74503,-122.41992,95.0,2023-05-21
Private room,Nob Hill,37.79193,-122.42138,76.0,2023-05-14
Private room,Mission,37.75857,-122.41302,50.0,2023-02-01
Private room,Bernal Heights,37.73553,-122.41278,60.0,2023-05-30
Private room,Downtown/Civic Center,37.78661,-122.40911,73.0,2023-05-21
Entire home/apt,Bernal Heights,37.73753,-122.41729,120.0,2023-02-18
Private room,Downtown/Civic Center,37.78564,-122.40974,71.0,2023-05-12
Private room,Downtown/Civic Center,37.78579,-122.40782,70.0,2023-05-03
Entire home/apt,Western Addition,37.77684,-122.43875,86.0,2023-05-05
Entire home/apt,North Beach,37.80251,-122.40691,120.0,2023-02-12
Private room,Marina,37.79977,-122.42607,100.0,2023-06-01
Entire home/apt,Outer Sunset,37.75175,-122.50419,277.0,2023-05-07
Entire home/apt,West of Twin Peaks,37.73333,-122.45911,163.0,2023-05-24
Entire home/apt,Castro/Upper Market,37.75893,-122.43801,305.0,2023-06-02
Private room,Outer Sunset,37.76507,-122.48066,95.0,2023-05-28
Entire home/apt,Ocean View,37.71455,-122.46908,85.0,2023-05-27
Private room,Pacific Heights,37.78861,-122.43929,144.0,2023-05-18
Entire home/apt,Haight Ashbury,37.7737,-122.45116,782.0,2023-05-28
Entire home/apt,Noe Valley,37.75295,-122.43666,175.0,2023-05-16
Entire home/apt,Outer Sunset,37.76103,-122.50152,200.0,2023-05-10
Private room,Lakeshore,37.7302,-122.49134,65.0,2023-05-27
Private room,Parkside,37.73823,-122.48479,112.0,2023-04-30
Entire home/apt,South of Market,37.77737,-122.40398,140.0,2023-04-04
Private room,Downtown/Civic Center,37.7877,-122.41211,70.0,2023-01-03
Private room,Bayview,37.73019192702492,-122.38877578769636,73.0,2023-05-31
Entire home/apt,Noe Valley,37.74769,-122.43013,275.0,2023-05-21
Private room,Financial District,37.78943,-122.40608,391.0,2023-04-26
Private room,Financial District,37.78992,-122.40609,391.0,2023-01-11
Entire home/apt,Marina,37.80411,-122.44081,510.0,2023-05-22
Entire home/apt,Twin Peaks,37.74917,-122.44472,62.0,2023-03-12
Private room,Crocker Amazon,37.70951,-122.449,47.0,2023-01-03
Private room,Outer Mission,37.71096,-122.44862,45.0,2023-05-04
Entire home/apt,North Beach,37.80172,-122.4035,350.0,2023-02-19
Private room,Bayview,37.73185,-122.38527,52.0,2023-05-06
Entire home/apt,Marina,37.79655,-122.43357,120.0,2023-04-26
Entire home/apt,Outer Sunset,37.75903,-122.49855,162.0,2023-05-28
Entire home/apt,Castro/Upper Market,37.76454,-122.43476,189.0,2023-05-29
Entire home/apt,Western Addition,37.78353,-122.44664,270.0,2023-05-22
Entire home/apt,Outer Sunset,37.76358,-122.49363,120.0,2023-02-15
Entire home/apt,Pacific Heights,37.78876,-122.44591,275.0,2023-06-04
Entire home/apt,Outer Sunset,37.75911,-122.5081,130.0,2023-05-29
Entire home/apt,Pacific Heights,37.79677,-122.42824,600.0,2023-04-30
Entire home/apt,South of Market,37.775761,-122.406944,109.0,2023-05-17
Private room,Outer Sunset,37.74699,-122.47593,95.0,2023-05-21
Entire home/apt,Bernal Heights,37.73354,-122.4228,250.0,2023-05-21
Entire home/apt,Haight Ashbury,37.77593,-122.43919,948.0,2023-05-19
Entire home/apt,Pacific Heights,37.79213,-122.44256,299.0,2023-05-29
Entire home/apt,Mission,37.75213,-122.4129,73.0,2023-03-13
Private room,South of Market,37.78074,-122.411,70.0,2023-05-21
Entire home/apt,Bayview,37.73439,-122.387894,304.0,2023-05-20
Private room,Downtown/Civic Center,37.78661,-122.4142,87.0,2023-03-24
Entire home/apt,Parkside,37.74551,-122.49066,273.0,2023-04-07
Entire home/apt,Mission,37.76296,-122.42,92.0,2023-04-14
Private room,Mission,37.74816,-122.42419,84.0,2023-06-03
Private room,Ocean View,37.72002,-122.45248,107.0,2023-06-01
Private room,Outer Mission,37.72366,-122.43981,70.0,2023-05-02
Private room,Lakeshore,37.73093,-122.49194,60.0,2023-05-27
Private room,Outer Sunset,37.75486,-122.47669,85.0,2023-05-31
Entire home/apt,Marina,37.80099437300131,-122.44509431008797,336.0,2023-05-08
Private room,Outer Sunset,37.75433,-122.47838,85.0,2023-05-28
Private room,Outer Sunset,37.76338,-122.47896,65.0,2023-05-07
Private room,Visitacion Valley,37.71933,-122.40304,81.0,2023-05-17
Entire home/apt,Lakeshore,37.72861,-122.49287,143.0,2023-05-08
Hotel room,South of Market,37.77264022827149,-122.409912109375,108.0,2023-04-28
Private room,Outer Sunset,37.76474,-122.47869,57.0,2023-03-08
Entire home/apt,Noe Valley,37.75284,-122.42844,150.0,2023-04-16
Private room,Outer Sunset,37.74709,-122.47622,99.0,2023-05-30
Entire home/apt,Visitacion Valley,37.72121,-122.40847,135.0,2023-04-16
Entire home/apt,Chinatown,37.79662,-122.4091,295.0,2023-03-04
Private room,Bayview,37.7348,-122.38851,68.0,2023-05-07
Entire home/apt,West of Twin Peaks,37.74311,-122.45086,167.0,2023-05-16
Private room,Outer Sunset,37.76488,-122.47843,75.0,2023-05-25
Entire home/apt,Castro/Upper Market,37.75909,-122.43719,175.0,2023-04-29
Entire home/apt,Chinatown,37.79294,-122.40806,104.0,2023-05-24
Entire home/apt,Nob Hill,37.79528,-122.41884,144.0,2023-05-01
Entire home/apt,Western Addition,37.77494,-122.42638,450.0,2023-05-24
Entire home/apt,Potrero Hill,37.75784,-122.38972,385.0,2023-05-19
Entire home/apt,Twin Peaks,37.74717,-122.44827,363.0,2023-05-25
Private room,Castro/Upper Market,37.76035,-122.43505,169.0,2023-05-28
Entire home/apt,Nob Hill,37.79325,-122.41694,250.0,2023-01-04
Entire home/apt,Visitacion Valley,37.7211,-122.40166,215.0,2023-04-02
Entire home/apt,Mission,37.76569,-122.41694,72.0,2023-02-01
Entire home/apt,Outer Sunset,37.76187,-122.50718,146.0,2023-05-17
Entire home/apt,Castro/Upper Market,37.75641,-122.43334,195.0,2023-03-25
Entire home/apt,Inner Richmond,37.779643493524446,-122.45465123119868,280.0,2023-05-28
Private room,Parkside,37.74459,-122.49007,97.0,2023-02-26
Entire home/apt,Potrero Hill,37.76116,-122.40166,165.0,2023-04-02
Entire home/apt,Bernal Heights,37.74087,-122.41257,600.0,2023-04-30
Entire home/apt,West of Twin Peaks,37.72667,-122.46094,180.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.76167,-122.44449,173.0,2023-05-21
Private room,Outer Sunset,37.75743,-122.48959,100.0,2023-03-19
Private room,South of Market,37.78167,-122.39657,150.0,2023-04-14
Entire home/apt,Excelsior,37.71536,-122.43554,189.0,2023-05-01
Entire home/apt,Outer Sunset,37.75779,-122.49204,161.0,2023-05-29
Entire home/apt,West of Twin Peaks,37.74296042010523,-122.46428073245532,215.0,2023-05-21
Private room,Outer Richmond,37.77575,-122.49562,132.0,2023-05-24
Private room,Outer Sunset,37.76309,-122.48022,70.0,2023-01-29
Entire home/apt,Outer Richmond,37.77628,-122.49414,215.0,2023-05-21
Entire home/apt,South of Market,37.78691,-122.39083,190.0,2023-04-23
Entire home/apt,Nob Hill,37.7943,-122.41655,450.0,2023-05-25
Entire home/apt,Castro/Upper Market,37.76615,-122.43657,548.0,2023-05-06
Private room,Bernal Heights,37.74774,-122.40776,153.0,2023-05-23
Entire home/apt,Noe Valley,37.74436,-122.4323,102.0,2023-03-19
Entire home/apt,West of Twin Peaks,37.74499,-122.45486,376.0,2023-06-01
Entire home/apt,North Beach,37.80439,-122.40437,157.0,2023-05-28
Entire home/apt,Mission,37.75502,-122.40762,386.0,2023-05-18
Entire home/apt,Visitacion Valley,37.71477,-122.40849,110.0,2023-02-20
Entire home/apt,Visitacion Valley,37.71399,-122.40854,79.0,2023-02-10
Entire home/apt,Russian Hill,37.79722,-122.41789,205.0,2023-06-01
Entire home/apt,Glen Park,37.73881,-122.42982,119.0,2023-05-19
Entire home/apt,Outer Richmond,37.77498,-122.50132,375.0,2023-05-01
Entire home/apt,Outer Sunset,37.76261,-122.50133,149.0,2023-05-25
Entire home/apt,South of Market,37.775085,-122.407234,239.0,2023-05-25
Entire home/apt,Presidio Heights,37.78779,-122.45167,121.0,2023-05-01
Entire home/apt,Inner Richmond,37.77787,-122.44858,775.0,2023-05-24
Entire home/apt,Western Addition,37.78628,-122.43754,80.0,2023-04-23
Private room,Chinatown,37.79187,-122.40679,136.0,2023-05-30
Entire home/apt,Inner Richmond,37.78706,-122.4644,210.0,2023-05-29
Entire home/apt,Bayview,37.73452,-122.39793,185.0,2023-05-31
Entire home/apt,Noe Valley,37.75136,-122.42562,152.0,2023-04-30
Private room,Ocean View,37.72046,-122.46311,61.0,2023-06-04
Private room,Excelsior,37.72667,-122.42027,49.0,2023-03-31
Entire home/apt,Marina,37.80418,-122.42781,180.0,2023-04-08
Private room,Outer Sunset,37.75178,-122.49341,133.0,2023-05-25
Private room,Outer Sunset,37.75277,-122.49539,80.0,2023-05-27
Entire home/apt,Outer Sunset,37.74798,-122.50688,105.0,2023-05-29
Private room,Ocean View,37.72133,-122.46872,40.0,2023-05-10
Entire home/apt,Bernal Heights,37.74613,-122.41778,320.0,2023-05-01
Entire home/apt,Castro/Upper Market,37.76077,-122.4428,398.0,2023-05-21
Entire home/apt,Castro/Upper Market,37.76894,-122.43675,200.0,2023-04-06
Entire home/apt,Glen Park,37.74033,-122.4304,300.0,2023-04-17
Entire home/apt,Bernal Heights,37.73883,-122.41796,300.0,2023-05-20
Entire home/apt,Excelsior,37.72941,-122.42361,100.0,2023-04-30
Entire home/apt,Castro/Upper Market,37.75958,-122.44256,441.0,2023-03-15
Entire home/apt,Mission,37.75798,-122.41473,250.0,2023-02-20
Entire home/apt,Marina,37.80542,-122.44152,250.0,2023-05-18
Entire home/apt,Western Addition,37.77633,-122.44402,210.0,2023-02-19
Entire home/apt,Visitacion Valley,37.71972,-122.40361,125.0,2023-05-24
Private room,Nob Hill,37.79265,-122.40985,200.0,2023-04-27
Entire home/apt,Western Addition,37.77658,-122.44209,170.0,2023-05-18
Entire home/apt,Excelsior,37.72516,-122.42517,175.0,2023-05-27
Private room,Western Addition,37.77408,-122.4306,74.0,2023-05-23
Private room,Western Addition,37.77401,-122.43051,68.0,2023-05-29
Entire home/apt,Downtown/Civic Center,37.77864,-122.42226,213.0,2023-02-10
Private room,Western Addition,37.77652,-122.43148,164.0,2023-05-24
Entire home/apt,Outer Sunset,37.76383,-122.4955,88.0,2023-03-26
Entire home/apt,Potrero Hill,37.75644,-122.40096,116.0,2023-05-28
Entire home/apt,Mission,37.75136,-122.41157,128.0,2023-05-15
Entire home/apt,South of Market,37.775085,-122.407234,314.0,2023-06-02
Entire home/apt,Lakeshore,37.72853,-122.47506,120.0,2023-05-22
Entire home/apt,Nob Hill,37.79427,-122.41917,55.0,2023-05-24
Entire home/apt,Mission,37.76268,-122.42029,349.0,2023-01-21
Entire home/apt,Parkside,37.74351,-122.47314,132.0,2023-05-23
Entire home/apt,Mission,37.75499,-122.40625,144.0,2023-02-20
Private room,Outer Richmond,37.77757,-122.49681,85.0,2023-04-25
Private room,Outer Richmond,37.77931,-122.497,95.0,2023-05-02
Private room,Downtown/Civic Center,37.78775,-122.41204,70.0,2023-04-18
Private room,Mission,37.7589,-122.41459,65.0,2023-05-20
Entire home/apt,Excelsior,37.72817,-122.417,108.0,2023-05-01
Entire home/apt,Outer Richmond,37.77326,-122.48014,127.0,2023-05-19
Entire home/apt,Presidio Heights,37.78658,-122.44959,112.0,2023-03-04
Entire home/apt,Mission,37.75223,-122.42439,104.0,2023-01-30
Entire home/apt,South of Market,37.77594,-122.40638,572.0,2023-05-29
Entire home/apt,Western Addition,37.77566,-122.43099,140.0,2023-02-06
Entire home/apt,Pacific Heights,37.79062,-122.43428,95.0,2023-02-09
Entire home/apt,Pacific Heights,37.79183,-122.43624,95.0,2023-05-23
Entire home/apt,Nob Hill,37.79577,-122.41718,81.0,2023-05-06
Entire home/apt,Bernal Heights,37.74282,-122.40926,170.0,2023-04-30
Private room,Outer Mission,37.72366,-122.43981,80.0,2023-05-29
Entire home/apt,Bernal Heights,37.74624,-122.41637,121.0,2023-05-28
Entire home/apt,Outer Sunset,37.75771,-122.50032,149.0,2023-05-26
Entire home/apt,Potrero Hill,37.75432,-122.40088,185.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.76221,-122.44159,385.0,2023-05-22
Entire home/apt,Outer Sunset,37.76267,-122.49428,369.0,2023-05-30
Entire home/apt,Inner Richmond,37.77972,-122.45147,622.0,2023-02-25
Entire home/apt,Bernal Heights,37.74218,-122.42376,115.0,2023-04-03
Entire home/apt,Castro/Upper Market,37.76091,-122.43486,420.0,2023-04-17
Private room,Mission,37.759693,-122.423004,495.0,2023-04-28
Entire home/apt,Downtown/Civic Center,37.77512,-122.42004,107.0,2023-05-06
Entire home/apt,Outer Sunset,37.74756,-122.48892,115.0,2023-01-25
Entire home/apt,Outer Sunset,37.75841,-122.49703,164.0,2023-05-17
Private room,Visitacion Valley,37.72354,-122.40393,82.0,2023-06-02
Entire home/apt,Castro/Upper Market,37.75807,-122.44195,382.0,2023-04-28
Private room,Castro/Upper Market,37.76393,-122.42817,109.0,2023-04-27
Entire home/apt,Nob Hill,37.79574,-122.41739,100.0,2023-05-09
Private room,Outer Mission,37.72275,-122.43947,80.0,2023-02-08
Entire home/apt,Twin Peaks,37.75204,-122.45008,324.0,2023-05-21
Private room,Outer Mission,37.7137,-122.44863,44.0,2023-01-31
Private room,Castro/Upper Market,37.75842,-122.43442,99.0,2023-05-30
Hotel room,South of Market,37.77644,-122.41472,86.0,2023-05-21
